reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
5.0,2019-11-15,Not Specify,1,provide ton information orangutans incredible help beautiful apes save several orangutans visit could sit watch hours way feeding platform even saw one laying trail right front us saw two babies absolute cutest gain true appreciation orangutans visit missed take time visit information center lot information orangutans bornean elephants various monkeys region etc feeding platform saw couple pigtailed macaques trying get free meal orangutans impressed crowd sure would sneak food pile tiptoeing secret anyone try grab bananas run back side platformthis place get pretty busy saw areas large enough allow everyone good view,2019,11
1.0,2019-11-12,Not Specify,-1,visited sepilok wonderful time viewing rangutanss two times two feeding times day considering adopt orangutan stumbled across shocking articles explain issues quite well real please someone sepilok respond think place good one raise awareness long allegations addressed,2019,11
5.0,2019-11-12,Not Specify,1,experience amazing see small orangutans ten visited sad think orphans time sad see palm oil plantations taking island taking away jungle,2019,11
5.0,2019-11-11,Solo,1,real forest free animals learning stories rehabilitation absolutely amazingtheres feeding time twice per day lucky see urangs come near grab bananas maybe babies maybe alone sharing food macaquesalso two nurseries still humans get close urangs still reahbilitationthis center pure nature jungle real experience must,2019,11
5.0,2019-11-10,Couples,1,much enjoyed afternoon orangutan centre watching lots orangutans learning rehabilitation programme could watched young ones playing hours,2019,11
3.0,2019-11-08,Couples,0,work  preserve orang utans great many visitors everyday really need shut f guides nothing,2019,11
4.0,2019-11-02,Family,1,local travel guide brought us morning fairly busy tour groups visiting peak season hopeful would see orangutans waited group pass us quietly entered boardwalk almost immediately mariko baby descended trees sauntered along boardwalk front us occasionally glancing back first several close encounters morning visit also went nursery watch babies playing eating behind glass protect babies infection guide explained mass flowering fruiting  still abundance fruit feeding platform would quiet many respects good thing shows animals finding food eat lone orangutan irritated pesky macaque centre closes couple hours around lunch time staying close decided return afternoon much quieter human perspective still got show one orangutans swaying around young tree saw orangs along boardwalk lucky see mother baby feeding platform another guide said us later trip natures order decides see criticisms would good centre resident expert give talk work done impact habitat loss much self guided also perhaps way younger visitors identify orangutans spotted like bingo game smartphone app maintain interest easily distracted minds enjoyed visit feel sad demand palm oil primary cause decline one closest relatives,2019,11
5.0,2019-11-02,Not Specify,1,worth visit support wonderful work enjoyable close encounter orangutan accidentally clicked rainforest discovery centre tab mother orangutan decided climb onto boardwalk beside use handrails walk  metres  stay m back keeps walking centre right next door sun bear centre  minutes drive sandakan go early get quite busy want platform see morning feeding session,2019,11
5.0,2019-11-01,Friends,1,allowed take bags etc lockers rent put things feeding platforms feeding times offer opportunity see adult orangutans however wonder around leisure may show may lots people gather see sometimes people loud little frustrating go watch baby orangutans nursery shop buy drink also sit air conditioned room watch younger orangutans play eat,2019,11
5.0,2019-10-30,Not Specify,1,amazing place see beautiful endangered apes melt heart looked care perfect place live canopy absolute must,2019,10
4.0,2019-10-29,Family,1,absolutely brilliant experience one never forget spent hours watching adult infant orangutans natural habitat adults free come go please whilst infants beautiful play feeding area also allows explore native habitat safetyour best encounter actually came walk back hotel adult orangutan stroll front us casually perch fence pole heshe issues us managed awesome portrait photosonce lifetime encountertip get feeding platform  get spot raised viewing area  move spot best area viewing closest congregate buffetreason  stars  unfortunate option contributing root cause reason centre exists ie halting deforestation orangutans natural habitatit also disheartening see cafe packed full sugar ingredients palm industry especially repeatedly heard read loss habitat industrys one  great cafe served palm sugaroil free products think u missed great marketing opportunity set global example consumers stuff begin living without one major ingredients contributes loss orangutans habitat,2019,10
5.0,2019-10-27,Not Specify,1,visiting rehabilitation centre one highlights trip friends go must see certanly werent dissapointed went small tour group guide knowledgable facilities visiting nusery area first provided great view dozen orangutans see eat swing around interact staff fantastic outdoor feeding platform also provided great spectacle fotunate around half dozen orangutans visit including mum baby stayed hour watchng magnificent animalsthe centre obviously special work caring rehibilitating orangutans video presentation provided informative understanbd guests get busy would need pick day times albeit day went plenty viewing spaces availabledefinitely worth visit see orangutans get better understanding invaluable work centre provides,2019,10
